date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
12/9/2021,-0.7,-5.12,-5.69,-10.7,,-14,58,41.5,44,30,-14.9,-16.5,-16.2,-17.6,23,11.79,11.5,0,42,27,100.75,100.46,100.47,100.18,87.72,87.49,87.53,87.34,56300,33837.5,40200,24100,4,3,3.1,2.3,23.7,0,0,0,0,0,0,0,2,8:28:00,1639063680,8.47,16:30:00,1639092600,16.5,8.03,,,-2,-2,-10,-9,,,,,,7,3.5,3.5,0,,,,
12/8/2021,7.8,-0.09,0.04,-7.7,,-12,88,60.6,63,38,-3.3,-7.4,-9.8,-16.4,45,19.5,24,3,90,28,100.17,99.53,99.56,98.96,87.33,86.82,86.85,86.37,64400,29904.2,32700,1000,3.7,2.8,3,2.2,18,0,0,0,0,1,0,1,1,8:27:00,1638977220,8.45,16:30:00,1639006200,16.5,8.05,,,2,4,-9,-6,,,,,,8,3.3,4,0,,,,
12/7/2021,-0.3,-4.94,-7.45,-14.6,,-18,86,62.7,61,36,-4.6,-11.2,-10.8,-17,17,9.33,10.5,4,,,101.41,100.83,100.58,99.75,88.2,87.77,87.61,87.01,64400,36612.5,37850,11300,5.1,3.7,4,2.8,25.4,0,0,0,0,0,0,0,2,8:25:00,1638890700,8.42,16:30:00,1638919800,16.5,8.08,1,1,-1,-1,-6,-5,,,,,,8,6.6,5.5,3,,,,
12/6/2021,-7.7,-11.2,-11.6,-15.5,,-21,87,78.9,78,69,-10.7,-14.2,-14.2,-17.8,18,8.33,10.5,3,,,102.75,101.97,102.14,101.54,89.32,88.64,88.81,88.31,64400,24616.7,33200,2000,7.2,3.2,4.9,2.6,29.6,0,0,0,0,1.2,0,1.2,2,8:24:00,1638804240,8.4,16:31:00,1638833460,16.52,8.12,,,-8,-8,-15,-13,,,,,,8,3.2,4,0,,,,
12/5/2021,-8.8,-12.74,-12.35,-15.9,,-23,84,73.6,72.5,61,-14,-16.6,-16.4,-18.8,29,14.96,17.5,6,43,35,103.49,103.03,102.72,101.95,89.96,89.6,89.35,88.73,24100,16225,14450,4800,2.9,2.3,2.4,1.9,30.4,0,0,0,0,0,0,0,1,8:23:00,1638717780,8.38,16:31:00,1638747060,16.52,8.13,,,-10,-10,-17,-16,,,,,,8,3.8,4,0,,,,
12/4/2021,-2.5,-6.31,-5.6,-8.7,,-19,86,68.8,69.5,53,-5.6,-11.2,-10.9,-16.3,29,11.54,14.5,0,41,32,102.49,101.67,101.78,101.08,89.29,88.52,88.66,88.03,40200,24916.7,22100,4000,3,2.7,2.6,2.3,23.6,0,0,0,0,0.3,0,0.3,2,8:22:00,1638631320,8.37,16:32:00,1638660720,16.53,8.17,,,-5,-5,-13,-11,,,,,,8,6.2,4.5,1,,,,
12/3/2021,-1.4,-4.56,-4.65,-7.9,,-12,93,76,76,59,-5.3,-8.3,-8.9,-12.5,17,9.54,8.5,0,,,102.87,102.74,102.72,102.57,89.66,89.52,89.52,89.37,64400,35900,34200,4000,3.4,2.8,2.8,2.2,22.6,0,0,0,0,0.2,0,0.4,2,8:20:00,1638544800,8.33,16:32:00,1638574320,16.53,8.2,1,1,-1,-1,-8,-7,,,,,,8,6.2,5.5,3,,,,
12/2/2021,1.5,-1.65,-1.1,-3.7,,-8,95,87.2,84.5,74,-1,-3.5,-3.6,-6.2,28,14.08,17.5,7,49,34,102.58,101.65,101.75,100.92,89.44,88.65,88.73,88.01,32200,17970.8,18500,4800,2.7,2.3,2.4,2.1,19.1,0,0,0,0,0.3,0,0.3,1,8:19:00,1638458340,8.32,16:33:00,1638487980,16.55,8.23,,,4,4,-9,-8,,,,,,8,7.5,5.5,3,,,,
12/1/2021,13.3,3.39,6.45,-0.4,,-5,96,77.1,66.5,37,1.6,-0.9,-0.9,-3.4,34,14.17,18.5,3,58,3,101.42,100.88,100.64,99.87,88.53,88.13,87.96,87.39,48300,16270.8,24950,1600,2.9,2.5,2.5,2,11.6,0,1.4,0,0,3.4,0.3,3.3,1,8:18:00,1638371880,8.3,16:33:00,1638401580,16.55,8.25,1,1,-1,11,-3,0,,,,,,8,5.3,4.5,1,,,,
11/30/2021,9.9,5.31,4.45,-1,,-3,68,51.5,52,36,-2,-4.1,-4,-6.1,21,8.75,10.5,0,28,29,101.29,100.75,100.6,99.9,88.48,87.99,87.94,87.39,64400,35533.3,40250,16100,4.8,3.4,3.6,2.4,13.6,0,0,0,0,0,0,0,,8:16:00,1638285360,8.27,16:34:00,1638315240,16.57,8.3,1,1,12,12,8,11,,,,,,8,6.7,5,2,,,,
11/29/2021,10.1,4.37,4.7,-0.7,,-3,84,54.2,56,28,-0.3,-4.8,-4.2,-8,26,11.75,13,0,44,28,102.01,101.65,101.61,101.2,89.05,88.79,88.76,88.47,64400,38212.5,40250,16100,3.8,2.8,2.8,1.8,13.3,0,0,0,0,0,0,0,,8:15:00,1638198900,8.25,16:34:00,1638228840,16.57,8.32,1,1,9,9,-1,2,,,,,,8,3.9,4,0,,,,
11/28/2021,14,4.84,5.05,-3.9,,-6,89,69.6,68.5,48,3.2,-0.5,-1.2,-5.6,22,8.62,11,0,35,26,101.18,100.95,100.98,100.78,88.44,88.12,88.19,87.95,64400,35854.2,44250,24100,2.6,2.1,2.2,1.8,12.9,0,0,0,0,0,0,0,,8:14:00,1638112440,8.23,16:35:00,1638142500,16.58,8.35,1,1,15,15,0,0,,,,,,8,4.4,4,0,,,,
11/27/2021,1.7,-1.62,-0.8,-3.3,,-10,96,91.2,83,70,-1.8,-2.9,-3,-4.3,30,16.17,15,0,43,18,102.4,101.9,101.79,101.18,89.35,88.87,88.81,88.26,24100,9529.2,13050,2000,2.5,2,2.1,1.8,18.8,0,0,0,0,0.6,0,0.6,1,8:12:00,1638025920,8.2,16:36:00,1638056160,16.6,8.4,1,1,4,4,-3,2,,,,,,8,6.6,5,2,,,,
11/26/2021,10.8,5.06,4.3,-2.2,,-6,92,52.4,61,30,-1.6,-5,-4.6,-7.6,35,15,17.5,0,51,28,102.09,101.1,101.37,100.65,89.17,88.35,88.61,88.04,64400,33508.3,38650,12900,4,2.8,3,2.1,13.7,0,0,0,0,0,0,0,,8:11:00,1637939460,8.18,16:37:00,1637969820,16.62,8.43,1,1,9,9,-4,-3,,,,,,8,3.2,4.5,1,,,,
11/25/2021,13.4,7.69,6.45,-0.5,,,53,41.5,43.5,34,-2.5,-4.7,-5.2,-7.9,39,14.75,21,3,58,30,101.46,101.05,101.1,100.73,88.52,88.28,88.31,88.11,64400,32854.2,40250,16100,3.5,2.6,2.8,2.2,11.6,0,1.4,0,0,0,0,0,,8:09:00,1637852940,8.15,16:38:00,1637883480,16.63,8.48,1,1,10,10,0,2,,,,,,8,6.7,6,4,,,,
11/24/2021,3,-3.42,-3.59,-10.2,,-15,93,70.8,67.5,42,-6.2,-8.4,-8.6,-11,18,11.25,11,4,39,27,102.65,102.3,102.12,101.59,89.36,89.12,88.99,88.61,64400,28404.2,34200,4000,3.1,2.2,2.4,1.6,21.6,0,0,0,0,0.6,0,0.6,1,8:08:00,1637766480,8.13,16:39:00,1637797140,16.65,8.52,1,1,1,1,-10,1,,,,,,8,5.6,4.5,1,,,,
11/23/2021,6.1,-2.18,-1.15,-8.4,,-14,90,72.5,68.5,47,-3.7,-6.8,-7,-10.3,33,12.92,18.5,4,50,2,102.29,101.14,101.24,100.2,89.1,88.26,88.33,87.56,48300,20358.3,25150,2000,3.1,2.6,2.5,1.8,19.1,0,0,0,0,1.2,0,1.6,0,8:06:00,1637679960,8.1,16:40:00,1637710800,16.67,8.57,,,0,2,-10,-7,,,,,,8,5.9,4,0,,,,
11/22/2021,14.7,6.53,7.5,0.3,,,59,38,37,15,-5,-7.7,-8.4,-11.9,33,13.71,16.5,0,46,30,101.64,100.88,101.02,100.4,88.78,88.13,88.28,87.78,64400,39891.7,40250,16100,3.4,3,3,2.5,10.5,0,2.5,0.5,0,0,0,0,,8:04:00,1637593440,8.07,16:41:00,1637624460,16.68,8.62,1,1,12,12,-3,-3,,,,,,8,4.7,4,0,,,,
11/21/2021,7.9,-0.88,-1.09,-10.1,,-18,84,57.5,58.5,33,-6.5,-9.1,-9.7,-12.9,36,15.29,18,0,54,28,102.97,102.33,102.33,101.7,89.74,89.18,89.28,88.83,64400,38225,40250,16100,3.1,2.2,2.4,1.7,19.1,0,0,0,0,0,0,0,0,8:03:00,1637506980,8.05,16:42:00,1637538120,16.7,8.65,1,1,7,7,2,2,,,,,,8,6.5,5.5,3,,,,
11/20/2021,6.5,-2.91,-1.59,-9.7,,-16,80,58.2,54,28,-8.1,-11,-10.2,-12.3,37,20.5,22,7,64,25,103.15,102.28,102.33,101.5,89.91,89.17,89.22,88.53,64400,29695.8,36250,8100,3.8,2.4,2.8,1.8,19.6,0,0,0,0,0,0,0,0,8:01:00,1637420460,8.02,16:43:00,1637451780,16.72,8.7,1,1,5,5,-12,-12,,,,,,8,6,5.5,3,,,,
11/19/2021,4.5,-3.12,-2.15,-8.8,,-12,74,62.4,56,38,-8,-9.6,-9.8,-11.7,13,6.12,6.5,0,,,102.07,101.61,101.74,101.4,88.91,88.58,88.67,88.42,64400,39212.5,44250,24100,3.9,2.9,3.1,2.4,20.1,0,0,0,0,0,0,0,,8:00:00,1637334000,8,16:44:00,1637365440,16.73,8.73,1,1,3,3,-8,-5,,,,,,7,3.3,3.5,0,,,,
11/18/2021,3.8,-0.06,-1.14,-6.1,,-8,67,41.2,41.5,16,-9.3,-12.6,-14.9,-20.6,31,14.42,15.5,0,47,29,102.09,101.4,101.61,101.12,89,88.42,88.6,88.19,64400,38225,40250,16100,3,2.6,2.6,2.2,19.1,0,0,0,0,0,0,0,,7:58:00,1637247480,7.97,16:45:00,1637279100,16.75,8.78,1,1,4,4,-6,-5,,,,,,8,7.1,6.5,5,,,,
11/17/2021,1.4,-4.26,-5.2,-11.8,,-16,75,53,50,25,-10.1,-13.3,-13.7,-17.2,16,9.38,8,0,33,34,103.11,102.82,102.65,102.19,89.76,89.57,89.42,89.08,64400,35525,40250,16100,2.8,2.3,2.2,1.7,23.2,0,0,0,0,0,0,0,,7:56:00,1637160960,7.93,16:46:00,1637192760,16.77,8.83,1,1,0,1,-7,-5,,,,,,7,3.3,3.5,0,,,,
11/16/2021,5.2,-2.8,-0.6,-6.4,,-13,75,62.6,66,57,-3,-9,-7.2,-11.5,58,39.67,37,16,89,33,102.81,101.34,101.02,99.24,89.58,88.37,88.08,86.59,32200,21591.7,20150,8100,1.6,1.4,1.3,1,18.6,0,0,0,0,0,0,0,0,7:55:00,1637074500,7.92,16:48:00,1637106480,16.8,8.88,1,1,-2,-2,-10,-2,,,,,,8,6,4,0,,,,
11/15/2021,6.6,1.51,3.3,0,,,98,91.1,82.5,67,1.6,0.1,0,-1.6,33,12.58,18.5,4,44,20,101.07,99.88,99.69,98.31,88.28,87.18,87.06,85.84,24100,5608.3,12050,0,2.1,1.8,1.8,1.5,14.7,0,0,0,0,1.5,0.5,1,0,7:53:00,1636987980,7.88,16:49:00,1637020140,16.82,8.93,1,1,8,8,-2,-2,,,,,,8,6.7,5,2,,,,
11/14/2021,10.3,2.98,4.8,-0.7,,-6,86,68.1,65,44,0.3,-2.5,-2.6,-5.5,26,10.62,13,0,45,1,101.5,100.72,100.88,100.25,88.66,87.93,88.11,87.55,64400,26362.5,36250,8100,2.7,2.2,2.2,1.7,13.2,0,0,0,0,0,0,0,,7:51:00,1636901460,7.85,16:50:00,1636933800,16.83,8.98,1,1,10,10,0,1,,,,,,8,7.6,6.5,5,,,,
11/13/2021,8.8,3.84,3.45,-1.9,,-4,85,46,53,21,-1.9,-8.1,-7.2,-12.6,39,15.92,19.5,0,57,30,102.04,101.74,101.62,101.2,89.08,88.85,88.75,88.41,64400,38625,37850,11300,2.9,2.3,2.5,2.1,14.6,0,0,0,0,0,0,0,,7:50:00,1636815000,7.83,16:52:00,1636847520,16.87,9.03,1,1,7,8,-3,-1,,,,,,8,6.9,5.5,3,,,,
11/12/2021,15.7,1.88,5.9,-3.9,,-11,80,64.1,54,28,-0.3,-4.7,-5.2,-10,25,12.62,14,3,62,27,102.36,101.51,101.72,101.07,89.29,88.56,88.78,88.28,64400,32495.8,44250,24100,3.1,2.3,2.4,1.7,12.1,0,0.9,0,0,0,0,0,,7:48:00,1636728480,7.8,16:53:00,1636761180,16.88,9.08,1,1,9,10,-1,-1,,,,,,8,6.7,4.5,1,,,,
11/11/2021,4.4,-0.74,-1,-6.4,,-11,59,41.5,42.5,26,-10.2,-12.7,-12.3,-14.5,28,11.42,14,0,42,28,102.87,102.64,102.62,102.37,89.68,89.53,89.53,89.39,64400,41229.2,44250,24100,3,2.5,2.6,2.2,19,0,0,0,0,0,0,0,,7:46:00,1636641960,7.77,16:55:00,1636674900,16.92,9.15,1,1,3,3,-5,-5,,,,,,7,2.8,3.5,0,,,,
11/10/2021,6.4,3.01,2.7,-1,,-1,45,31.9,34.5,24,-9.2,-12.4,-11.6,-14,33,21.08,18.5,4,62,27,102.34,101.72,101.62,100.91,89.35,88.8,88.72,88.08,64400,36866.7,40250,16100,2.8,2.3,2.5,2.1,15.3,0,0,0,0,0,0,0,,7:44:00,1636555440,7.73,16:56:00,1636588560,16.93,9.2,1,1,5,5,-5,-1,,,,,,8,3.6,4,0,,,,
11/9/2021,6.8,-0.28,0.44,-5.9,,-10,81,60.3,55,29,-5.1,-7.6,-8.8,-12.6,35,14.62,19,3,56,27,101.67,100.88,101.03,100.4,88.7,87.98,88.12,87.55,64400,37345.8,37850,11300,4.2,2.5,3,1.8,17.6,0,0,0,0,0,0,0,,7:43:00,1636468980,7.72,16:58:00,1636502280,16.97,9.25,1,1,5,5,-1,-1,,,,,,8,5.8,4,0,,,,
11/8/2021,6.2,1.63,1.8,-2.6,,-8,63,39.7,42,21,-7.9,-11.4,-11.3,-14.8,22,13.38,13,4,43,27,102.09,101.74,101.66,101.24,89.09,88.79,88.74,88.39,64400,35520.8,40250,16100,2.7,2.2,2.4,2,16.2,0,0,0,0,0,0,0,,7:41:00,1636382460,7.68,16:59:00,1636415940,16.98,9.3,1,1,6,6,-5,-4,,,,,,8,3.8,4.5,1,,,,
11/7/2021,6.4,1.12,0.55,-5.3,,-7,69,47.4,46,23,-5,-9.7,-9.4,-13.8,42,13.68,21,0,62,29,101.52,101.17,101.13,100.74,88.51,88.29,88.23,87.94,64400,35384,44250,24100,2.9,2.4,2.5,2,17.4,0,0,0,0,0,0,0,,7:39:00,1636295940,7.65,17:01:00,1636329660,17.02,9.37,1,1,6,6,-2,-1,,,,,,5,2.4,2.5,0,,,,
11/6/2021,8.2,3.14,2.49,-3.2,,-5,57,44.4,40.5,24,-5,-8.3,-8.4,-11.8,39,13.42,19.5,0,52,29,101.24,100.95,100.97,100.69,88.39,88.17,88.18,87.97,64400,39550,44250,24100,3.1,2.5,2.6,2.1,15.5,0,0,0,0,0,0,0,,8:37:00,1636209420,8.62,18:02:00,1636243320,18.03,9.42,1,1,7,7,-2,-1,,,,,,8,2.2,4,0,,,,
11/5/2021,13.5,9.95,6.55,-0.4,,,48,36.1,34.5,21,-1.2,-4.8,-5.1,-9,31,15.75,18,5,44,27,100.71,100.54,100.49,100.27,88.06,87.97,87.88,87.71,64400,41495.8,43450,22500,2.9,2.5,2.5,2.1,11.4,0,1.6,0,0,0,0,0,,8:36:00,1636122960,8.6,18:04:00,1636157040,18.07,9.47,1,1,12,12,0,1,,,,,,8,4.9,4,0,,,,
11/4/2021,17.2,8.48,7.85,-1.5,,-1,86,55.7,60.5,35,3.7,-0.5,0.4,-2.9,32,12.58,16,0,46,28,101.11,100.44,100.49,99.88,88.45,87.82,87.9,87.35,64400,40220.8,44250,24100,2.8,2.4,2.4,2,10.2,0,2.8,0.8,0,0,0,0,,8:34:00,1636036440,8.57,18:06:00,1636070760,18.1,9.53,1,2,16,16,5,6,,,,,,8,3.9,4,0,,,,
11/3/2021,15,6.7,5.8,-3.4,,-4,84,55.1,57,30,0.9,-2.5,-2.5,-5.8,36,12.79,18,0,56,27,102.19,101.69,101.71,101.22,89.31,88.85,88.89,88.48,64400,41895.8,44250,24100,3.4,2.8,2.9,2.4,12.2,0,0.8,0,0,0,0,0,,8:32:00,1635949920,8.53,18:07:00,1635984420,18.12,9.58,1,2,12,12,-1,2,,,,,,8,4.8,4.5,1,,,,
11/2/2021,14.4,2.68,3.2,-8,,-12,78,56.3,54.5,31,-1.9,-5.9,-6.3,-10.7,18,9.33,9,0,33,30,102.39,102.17,102.22,102.04,89.34,89.11,89.12,88.91,64400,37533.3,44250,24100,3.7,2.9,3,2.2,14.8,0,0,0,0,0,0,0,,8:30:00,1635863400,8.5,18:09:00,1635898140,18.15,9.65,1,2,11,11,-2,-1,,,,,,7,3.3,3.5,0,,,,
11/1/2021,-0.7,-6.58,-5.85,-11,,-16,86,75.6,69,52,-8.1,-10.4,-10.7,-13.3,27,15.46,18,9,41,17,103.11,102.77,102.68,102.25,89.83,89.5,89.44,89.06,64400,40891.7,44250,24100,2.8,2.5,2.5,2.1,23.9,0,0,0,0,0,0,0,,8:29:00,1635776940,8.48,18:11:00,1635811860,18.18,9.7,2,2,1,2,-8,-7,,,,,,2,0.7,1,0,,,,
10/31/2021,1.9,-4.65,-3.84,-9.6,,-11,84,67.1,62.5,41,-8.8,-10.2,-10.2,-11.5,17,7.17,8.5,0,,,103.35,103.24,103.23,103.11,90.05,89.95,89.94,89.83,64400,40891.7,44250,24100,2.6,2.1,2.2,1.9,21.8,0,0,0,0,0,0,0,,8:27:00,1635690420,8.45,18:13:00,1635725580,18.22,9.77,2,2,1,1,-9,-8,,,,,,1,0.2,0.5,0,,,,
10/30/2021,1.8,-1.29,-2.1,-6,,-8,76,57.3,58,40,-4,-8.9,-7.3,-10.7,22,9.75,11,0,31,33,103.31,103.01,102.89,102.47,90.05,89.83,89.72,89.39,64400,43912.5,44250,24100,3,2.2,2.5,1.9,20.1,0,0,0,0,0,0,0,3,8:25:00,1635603900,8.42,18:14:00,1635639240,18.23,9.82,2,2,1,1,-7,-7,,,,,,7,2.6,3.5,0,,,,
10/29/2021,3.9,1.67,1.14,-1.6,,-7,94,81.3,79.5,65,0.2,-1.3,-1.2,-2.6,24,12.12,12,0,46,34,102.4,101.53,101.73,101.05,89.32,88.64,88.78,88.25,24100,15437.5,12650,1200,2.5,2.1,2.1,1.8,16.9,0,0,0,0,2.5,0.1,3.6,0,8:24:00,1635517440,8.4,18:16:00,1635552960,18.27,9.87,1,1,1,2,-6,-4,,,,,,8,7.1,4.5,1,,,,
10/28/2021,10.3,4.36,4.4,-1.5,,-2,77,54.4,57,37,-0.7,-4.3,-4.5,-8.3,25,9.29,12.5,0,39,15,102,101.58,101.51,101.02,89.11,88.73,88.65,88.19,64400,32158.3,44250,24100,3.6,2.5,2.8,2,13.6,0,0,0,0,0,0,0,,8:22:00,1635430920,8.37,18:18:00,1635466680,18.3,9.93,2,2,8,8,1,2,,,,,,8,5.3,4,0,,,,
10/27/2021,11.8,6.91,6,0.2,,,64,39.1,42.5,21,-3.4,-7,-6.8,-10.1,45,22.92,25,5,62,29,101.7,100.88,100.86,100.03,88.92,88.17,88.18,87.44,64400,35520.8,40250,16100,2.7,2.2,2.4,2.1,12,0,1,0,0,0,0,0,,8:20:00,1635344400,8.33,18:20:00,1635380400,18.33,10,1,1,10,12,0,0,,,,,,6,3.4,3.5,1,,,,
10/26/2021,13.3,6.85,6.25,-0.8,,,64,44.6,44,24,-3.6,-5.1,-5.3,-7.1,24,10.54,12,0,40,27,100.26,100.07,100.06,99.86,87.6,87.47,87.45,87.31,64400,37200,40250,16100,2.8,2.3,2.4,2,11.8,0,1.2,0,0,0,0,0,,8:18:00,1635257880,8.3,18:22:00,1635294120,18.37,10.07,1,1,11,13,2,2,,,,,,6,2.8,3.5,1,,,,
10/25/2021,13.5,7.19,7.95,2.4,,,86,54.7,55.5,25,1.5,-2.6,-2.7,-6.9,26,12.75,15.5,5,47,29,99.96,99.55,99.62,99.29,87.34,87.01,87.06,86.78,64400,38558.3,40250,16100,2.3,2,1.8,1.2,10.1,0,3,1,0,0,0,0,,8:17:00,1635171420,8.28,18:24:00,1635207840,18.4,10.12,2,2,12,12,0,0,,,,,,7,4.5,4,1,,,,
10/24/2021,10.4,4.71,3.75,-2.9,,-3,97,73.1,71.5,46,1.3,-0.2,-0.7,-2.7,27,14.25,15,3,41,16,100.64,100.31,100.16,99.68,87.81,87.59,87.47,87.12,64400,38825,37850,11300,2,1.6,1.6,1.2,14.2,0,0,0,0,0,0,0,,8:15:00,1635084900,8.25,18:26:00,1635121560,18.43,10.18,2,2,8,8,0,6,,,,,,8,4.6,4,0,,,,
10/23/2021,9.8,4.74,5.65,1.5,,,97,92.6,82.5,68,6.9,3.6,4.1,1.3,32,14.46,19,6,48,32,100.36,100.13,100.17,99.98,87.62,87.51,87.51,87.39,40200,13741.7,22500,4800,1.9,1.6,1.6,1.3,12.3,0,0.6,0,0,22.2,21.8,0.4,,8:13:00,1634998380,8.22,18:28:00,1635035280,18.47,10.25,,,4,7,0,5,,,,,,8,6.6,4.5,1,,,,
10/22/2021,13.6,6.69,7,0.4,,,76,62,60.5,45,3.2,-0.3,0.1,-3,24,11.83,14.5,5,33,15,101.55,100.84,100.85,100.14,88.81,88.13,88.17,87.54,64400,36254.2,41850,19300,2.8,2.3,2.4,1.9,11,0,2,0,0,0,0,0,,8:11:00,1634911860,8.18,18:30:00,1634949000,18.5,10.32,2,3,14,14,5,6,,,,,,8,7.2,6.5,5,,,,
10/21/2021,16.1,10.55,9.35,2.6,,,70,42.7,49,28,-0.2,-2,-1.6,-3.1,31,16.08,17,3,51,29,101.94,101.68,101.62,101.31,89.14,88.92,88.83,88.53,64400,44250,44250,24100,3.3,2.4,2.6,1.9,8.7,0,4.3,2.4,0,0,0,0,,8:10:00,1634825400,8.17,18:32:00,1634862720,18.53,10.37,2,2,12,12,1,1,,,,,,7,3.8,4.5,2,,,,
10/20/2021,9.4,3.46,3.85,-1.7,,-6,89,73.1,71.5,54,0,-1.1,-1.6,-3.1,28,16.29,14,0,40,18,102.1,101.69,101.72,101.35,89.16,88.79,88.84,88.51,56300,34508.3,40200,24100,2.5,1.8,2,1.4,14.2,0,0,0,0,0,0,0,,8:08:00,1634738880,8.13,18:34:00,1634776440,18.57,10.43,2,2,10,10,3,3,,,,,,8,3.2,4,0,,,,
10/19/2021,9.8,4.51,5.7,1.6,,,83,72.1,68,53,1,-0.3,0,-1,33,24.71,24.5,16,46,18,102.59,102.38,102.38,102.16,89.56,89.41,89.38,89.2,64400,17112.5,36250,8100,2.2,1.8,1.9,1.6,12.3,0,0.7,0,0,0,0,0,,8:06:00,1634652360,8.1,18:36:00,1634690160,18.6,10.5,2,3,8,8,2,2,,,,,,8,4.2,4,0,,,,
10/18/2021,5.6,3.56,3.34,1.1,,,89,79,79,69,1.1,0.2,0.2,-0.8,22,13.92,15.5,9,28,34,102.53,101.73,101.6,100.66,89.53,88.9,88.82,88.11,24100,16566.7,16100,8100,2.1,2,2,1.8,14.7,0,0,0,0,0,0,0,,8:05:00,1634565900,8.08,18:38:00,1634603880,18.63,10.55,2,2,7,7,-1,0,,,,,,8,6.6,4.5,1,,,,
10/17/2021,22.7,10.81,11.85,1,,,72,44.5,44,16,0.3,-3.2,-2.6,-5.5,30,11.79,15,0,42,3,100.86,100.47,100.47,100.07,88.24,87.91,87.91,87.58,64400,34175,44250,24100,2.8,2.6,2.4,2,6.2,0,6.8,4.8,1.8,0,0,0,,8:03:00,1634479380,8.05,18:40:00,1634517600,18.67,10.62,3,3,20,20,2,2,,,,,,8,6.4,6,4,,,,
10/16/2021,19.1,11.38,12.45,5.8,,,55,43.2,42,29,1,-1,-1.2,-3.3,24,12.58,14,4,43,28,101.51,101.21,101.16,100.81,88.82,88.55,88.53,88.23,64400,43912.5,44250,24100,3,2.4,2.5,2.1,5.5,0,7.5,5.5,2.5,0,0,0,,8:01:00,1634392860,8.02,18:42:00,1634431320,18.7,10.68,3,3,17,17,7,9,,,,,,7,4.8,4.5,2,,,,
10/15/2021,14.9,6.75,6.1,-2.7,,-5,62,42.6,45,28,-2.7,-5.6,-6,-9.4,30,14.38,16.5,3,58,28,101.73,101.54,101.52,101.3,88.88,88.71,88.71,88.54,64400,42908.3,44250,24100,3.4,2.5,2.8,2.1,11.9,0,1.1,0,0,0,0,0,,8:00:00,1634306400,8,18:44:00,1634345040,18.73,10.73,3,3,11,13,3,4,,,,,,8,4.3,4,0,,,,
10/14/2021,10.9,3.83,3,-4.9,,-7,90,52.6,57,24,-0.3,-6.8,-5.3,-10.3,28,15.08,14,0,43,27,101.78,101.54,101.56,101.35,88.87,88.64,88.67,88.46,64400,44250,44250,24100,2.3,2.1,2,1.8,15,0,0,0,0,0,0,0,,7:58:00,1634219880,7.97,18:46:00,1634258760,18.77,10.8,3,3,8,8,-2,1,,,,,,7,2.4,3.5,0,,,,
10/13/2021,5.1,0.5,-0.6,-6.3,,-8,89,70.4,71.5,54,0.7,-4.4,-5.7,-12.1,26,12.92,14.5,3,47,33,101.43,101.3,101.28,101.12,88.51,88.39,88.39,88.27,64400,25045.8,35400,6400,2.4,2,2.1,1.8,18.6,0,0,0,0,0,0,0,,7:56:00,1634133360,7.93,18:48:00,1634172480,18.8,10.87,3,3,4,4,-2,-2,,,,,,8,4.9,4.5,1,,,,
10/12/2021,10.2,0.89,1.94,-6.3,,-10,86,54.7,53,20,-6.3,-8.9,-9.3,-12.4,30,15.62,16.5,3,45,16,102.67,101.97,101.97,101.26,89.57,88.95,88.97,88.36,64400,42908.3,44250,24100,2.4,2,2,1.7,16.1,0,0,0,0,0,0,0,,7:55:00,1634046900,7.92,18:51:00,1634086260,18.85,10.93,3,3,8,8,-3,-3,,,,,,5,1.5,2.5,0,,,,
10/11/2021,6,0.98,0.95,-4.1,,-6,77,63,60,43,-3,-5.5,-5.3,-7.6,20,8.42,10,0,48,35,102.72,102.23,102.22,101.71,89.6,89.21,89.21,88.82,64400,31708.3,37850,11300,2.3,1.9,2,1.6,17.1,0,0,0,0,0.2,0,0.2,0,7:53:00,1633960380,7.88,18:53:00,1633999980,18.88,11,2,2,6,6,-5,-4,,,,,,6,3,3,0,,,,
